Item,Description,Preferred Vendor,Size_Matched_Text,Height,Width,Depth,MERV,MERV Value,Classification
FL-FA190856-LM6000,"Composite filter for LM6000L, 80/20 blend with pre-filter inner-wrap","Fleetlife, Inc.",,,,,,,air_filter
FL-FA190856-SC,"FA 190856-SC Composite Filter; SS Core, Galv. Body and Caps","Fleetlife, Inc.",,,,,,,air_filter
FL-FA191033,"26"" Canister/Barrier Filter ..(Donaldson P191033 equivalent)","Fleetlife, Inc.",,,,,,,air_filter
FL-FA191107,"26"" Canister 80/20 Blend, Cellulose/Polyester Blend ..(Donaldson P191107 equivalent)","Fleetlife, Inc.",,,,,,,air_filter
FL-FA191236-8020,"26"" Cylindrical Filter (for GDX pair)..80/20 Blended Media ..(For Donaldson GDS-AD50885-01)","Fleetlife, Inc.",,,,,,,air_filter
FL-FA191238-8020,"26"" Conical Filter (for GDX pair)..80/20 Blend Media..(For Donaldson GDS-AD50885-01)","Fleetlife, Inc.",,,,,,,air_filter
FLK-A060095-PF,A060095-PF ..Spencer Turbine Filter P/N ELE90044,Fluitek Corporation. (PAID BY CC),,,,,,,air_filter
FLK-C 050360-03x,"C050360-03x Natural Gas Filter ..5.5"" OD x 4.3"" ID x 36.4""L ..",Hilliard Corporation,,,,,,,air_filter
FLK-D045240-20G,D045240-20G,Fluitek Corporation. (PAID BY CC),,,,,,,stock_item
FLK02-10408,AKA HCC8FMS8Z Filter Element,Fluitek Corporation. (PAID BY CC),,,,,,,air_filter
FLK02-18514,Fluitek FLK02-18514..Replacement for Schroeder KZX3V..Combustion Turbine Hydraulic Element,Fluitek Corporation. (PAID BY CC),,,,,,,stock_item
FLK02-18915,ACB244F244OY1 Filter Element,Fluitek Corporation. (PAID BY CC),,,,,,,air_filter
FLK14-01744,MFK-032-39 FRANKIE FILTER,Fluitek Corporation. (PAID BY CC),,,,,,,air_filter
FLK16-02025,Gas Filter Element..(Direct drop-in replacement for Pall CC3LG02H13),Fluitek Corporation. (PAID BY CC),,,,,,,air_filter
FM200,Cut Media,AFC Manufacturing,,,,,,,air_filter
FP 100,"Fiberbond Blue / White tack 60""W x 90' x 1""",Fiber Bond Corporation,,,,,,,stock_item
FP 200,"Fiberbond Blue / white tack 92""W x 60'",Fiber Bond Corporation,,,,,,,stock_item
FP 200 SLIT,FP 200 SLIT,AFC Manufacturing,,,,,,,stock_item
FP 50 Poly Perf,Fiberbond Blue / white tack Perforated,Fiber Bond Corporation,,,,,,,stock_item
FPKTSP,EFS Pocket Separator,,,,,,,,stock_item
Freight - PP & Add,Freight from factory of origin paid by buyer;..Prepaid & Added (TBD),,,,,,,,sales_item
Freight AFC Truck,Freight Charge,,,,,,,,sales_item
G-02-1-QC-2-001,"Gerber 2500 Static Q-Belt; 74"" x..24'; Hole Pattern: Chevron; Hole Size: .024""-.026"";..V-guide: No; Glue Kit: No",,,,,,,,stock_item
G36T5L/4P-NORM,"39W T5 GERMICIDAL UV TUBE SINGLE ENDED..4-PIN 10,000HR 33.31""L X 0.63""D",,,,,,,,stock_item
G8 Cube,Poly Shield Cube 20x20x10,Fiber Bond Corporation,20x20x10,20.0,20.0,10.0,,,air_filter
G8 Cube 1/1,"Poly Shield Cube 24x24x15, 12/box",Fiber Bond Corporation,24x24x15,24.0,24.0,15.0,,,air_filter
G8 Cube 1/2,"Poly Shield Cube 12x24x15, 12/box",Fiber Bond Corporation,12x24x15,12.0,24.0,15.0,,,air_filter
GALV 104,20 x 25  x 2  Galv 104,"Aircon Filter Mfg. Co., Inc.",20 x 25  x 2 ,20.0,25.0,2.0,,,stock_item
GC310-00-CGV,HILCO COALESCER CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
GC312-00-CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
GC312-00-CGHVT,HILCO Gas Coalescer Filter Element,Hilliard Corporation,,,,,,,air_filter
GC312-00-CGV,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
GC414-00-CGV,HILCO COALESCER CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
GDS-SPECIAL,Special Glass Double Strut Disposable,Glasfloss Industries,,,,,,,stock_item
GDS12301,12x30x1 Glass Double Strut Disposable,Glasfloss Industries,12x30x1,12.0,30.0,1.0,,,stock_item
GDS14241,14x24x1 Glass Double Strut Disposable,Glasfloss Industries,14x24x1,14.0,24.0,1.0,,,stock_item
GDS16161,16x16x1 Glass Double Strut Disposable,Glasfloss Industries,16x16x1,16.0,16.0,1.0,,,stock_item
GDS20251,20x25x1 Glass Double Strut Disposable,Glasfloss Industries,20x25x1,20.0,25.0,1.0,,,stock_item
GDS24242,24x24x2 Glass Double Strut Disposable,Glasfloss Industries,24x24x2,24.0,24.0,2.0,,,stock_item
Glasdek,"GX30 72""x12""x12""",HuTek (Asia) Company Ltd,"72""x12""x12""",72.0,12.0,12.0,,,stock_item
GORE BAGS,,"W.L Gore & Associates, Inc",,,,,,,stock_item
GTA-SPECIAL,,Glasfloss Industries,,,,,,,stock_item
GTS F9,,"Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
H9046-Hydraulic Element," Baldwin H9046- Filter, HYD (OEMPC)",Total Filtration Services,,,,,,,air_filter
HC628-01-CSP,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
HC645-01-C,HILCO Demister Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
HC8300FAT30ZYGE,"HILCO Filter Cartridge - Disposable, Spars for Accessory Module Use in Lube Oil Filter Cartridge",Hilliard Corporation,,,,,,,air_filter
HC8310FRP39Z,PALL HC8310FRP39Z,"Flodraulic Group, Inc.",,,,,,,stock_item
HC9021FCS4Z,HC9021FCS4Z Filter element,"Flodraulic Group, Inc.",,,,,,,air_filter
HC9021FCT4Z,HC9021FCT4Z Filter element,"Flodraulic Group, Inc.",,,,,,,air_filter
HC9021FDT4Z,"HILCO Filter Element - w/ O-Ring, For Bypass Valve and IGV",Hilliard Corporation,,,,,,,air_filter
HC9601FAP8Z,HC9601FAP8Z Filter element,"Flodraulic Group, Inc.",,,,,,,air_filter
HCX,,D-Mark,,,,,,,stock_item
HEPA,P/N 41706HC..24x24x11.5 HC 99.99%,Commercial Filters Sales,.24x24x11.5,0.24,24.0,11.5,99.99%,17.0,stock_item
HEPA-43257,"PART# 43257   19½"" X 43½"" X 2.88""..MPOEM / SCREEN DOWNSTREAM..CP-32 ALUMINUM FRAME..GEL DOWNSTREAM..519 CFM @ <0.52 / 99.99%..CENTER DIVIDER w/TEST PORT",AirFlotek,,,,,99.99%,17.0,stock_item
HFX-592/592/292-13GD,"23-3/8""x23-3/8""x11½"" (99.99%) High Volume HEPA     592x592x292mm .. Glass Mini Pleated Media..Galv. Frame..",Mikropor America,"23-3/8""x23-3/8",23.375,23.375,,99.99%,17.0,air_filter
HG6439HSBV,Pentair GENESIS Coreless Element,"Precision Filter Products, LLC",,,,,,,stock_item
HIA-Metal,HIA-Metal,"Aircon Filter Mfg. Co., Inc.",,,,,,,stock_item
HIAS-Aluminum,Aluminum Screen Air Filter,American Metal Filter Company,,,,,,,air_filter
HILCO,HILCO,,,,,,,,stock_item
HL90D-EFS,72 “  x 31.5”  x 3.8”  EFS Synthetic Media Coalescer,AFC Manufacturing,31.5”  x 3.8”,31.5,3.8,,,,air_filter
HOUSING,,"Applied Air Filters, Inc",,,,,,,stock_item
HP200,,,,,,,,,stock_item
HP311-12-GE,HP311-12-GE Cartridge,Hilliard Corporation,,,,,,,air_filter
HP4B-530101077,HP4B PORTABLE FILTER..(HILCO DWG #5301-01-077-C)..- 4GPM Process Flow...- Portable Design...- Viton O-Rings..- 1/3 HP Motor/Pump Set...- Pressure Gauge..- Vent Valve...- 3000SUS Max...- HILCO Moisture/Water Adsorbing Cartridge-See pricing.,Hilliard Corporation,,,,,,,air_filter
HPB-101,HPB-101  Breather,Webster Associates,,,,,,,stock_item
HS611-200-CSP,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
HS833-200-C1,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
HT511-00-C,Fullers Earth Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
HT718-00-03ZXC0,Filter Element,Hilliard Corporation,,,,,,,air_filter
HT718-00-CN,HILCO Hilite Cartridge – Fullers Earth,Hilliard Corporation,,,,,,,air_filter
HT718-00-CRN,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
HVP-SPECIAL,Special High Capacity Pleat,Glasfloss Industries,,,,,,,air_filter
HVPSP727M2E,HVPSP727M2E/03 ..Special Pleat CTO Model..7.000 x 27.750 x 2.000 Special HV Pleat..Exact Size Using .5-HVP20302-PRD..Special/Special,Glasfloss Industries,7.000 x 27.750 x 2.000,7.0,27.75,2.0,,,air_filter
HVPXM-SPECIAL,HVPXM SPECIAL,Glasfloss Industries,,,,,,,stock_item
HYDAC,,,,,,,,,stock_item
HZ9021K12RW1,"ASSEMBLY, HOUSING, FOR FILTER ELEMENT KIND.","Flodraulic Group, Inc.",,,,,,,air_filter
Incidental Fund,Incidental Fund,AFC Manufacturing,,,,,,,stock_item
INGERSOLL-RAND,,,,,,,,,stock_item
Ingersoll Rand,,,,,,,,,stock_item
J10,J10 Schroeder Filter Element..,Hydraulic Controls Inc.,,,,,,,air_filter
JHF 205-PAB-PP,"JHF 205-PAB-PP..Jonell LiquiPleat HF Series Filter Cartridge, 5 Micron at 99.98%..efficiency, Polypropylene Media and outer cage, SOE, 6.3"" OD x 20.5""..Length..","Precision Filter Products, LLC",,,,,99.98%,17.0,air_filter
JONELL,,,,,,,,,stock_item
JPMC 2509-03AB-D-S,"Jonell LiquiPleat C Series, 2.5"" OD x 9.75"" Length, Cellulose Media,..Tinned Steel Core, Supports, and End Caps","Precision Filter Products, LLC",,,,,,,air_filter
JPMC 2509-30AB-D-SS,"JPMC 2509-30AB-D-SS ..Direct Equivalent to: MCS1001EEH13 Pall Epocel Series Industrial Filter Element, EE Grade..Jonell LiquiPleat C Series Filter Cartridge 30 Micron..Rating @ 99% Efficiency, DOE, Cellulose Media w/..Stainless Steel Supports and Core","Precision Filter Products, LLC",,,,,99%,17.0,air_filter
JPME 618-25,"JPME 618-25 ..Jonell LiquiPleat E Series Filter Cartridge, 25 Micron @ 98% Efficiency,..DOE Configuration, 6""OD x 18"" Length, includes belly band (3” section of..nylon netting to contain the pleats)","Precision Filter Products, LLC",,,,,98%,17.0,air_filter
JPMG-336,"Jonell MicroGlass Coalescing Filter..36"" Long..0.3 Micron @ 99% Efficiency",,,,,,99%,17.0,air_filter
JPMG 336-R,"Jonell Pleated Microglass Reverse Flow Filter, 36"" Length","Precision Filter Products, LLC",,,,,,,air_filter
JRF 1122-C,"JRF 1122-C Jonell CarboPur R Series Filter, 22"" Length","Precision Filter Products, LLC",,,,,,,air_filter
K10,K10..Schroeder Filter Element,Hydraulic Controls Inc.,,,,,,,air_filter
Kuul Media,Kuul Media,Portacool,,,,,,,air_filter
Kuul Pad 60,Kuul Control PowerGT  w/DuraPro Edge 60x12x12,Portacool,60x12x12,60.0,12.0,12.0,,,stock_item
Kuul Pad 72,Kuul Control PowerGT w/DuraPro Edge 72x12x12,Portacool,72x12x12,72.0,12.0,12.0,,,stock_item
LA03372-50,"Airlay3 0.33 OZ x 0.25"" x 72.0 x 50.0 Yard","American Nonwoven, Inc. / VFT INC.","0.25"" x 72.0 x 50.0",0.25,72.0,50.0,,,stock_item
LABOR,LABOR,,,,,,,,sales_item
LABOR-FF,Final Filter Removal/ Installation/ Disposal,,,,,,,,air_filter
LABOR-INSP,,,,,,,,,stock_item
LABOR-PF,Pre Filter Removal/ Installation/ Disposal,,,,,,,,air_filter
LATCH ASSY LM6000,"LATCH ASSEMBLY for Composite Filters LM6000 S.S. 304, 3129502",,,,,,,,air_filter
LD10005072,"0.5"" x 55"" x 180' White Media","American Nonwoven, Inc. / VFT INC.","0.5"" x 55"" x 180",0.5,55.0,180.0,,,air_filter
LD10005074,"V-Deck 1oz 0.5"" x 74"" x 60 Yards","American Nonwoven, Inc. / VFT INC.","0.5"" x 74"" x 60",0.5,74.0,60.0,,,stock_item
LD12005040-50,"V-Deck 1.20 OZ x 0.50"" x 40 x 50 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 40 x 50",0.5,40.0,50.0,,,stock_item
LD12005042-50,"V-Deck 1.20 OZ x  0.50"" x 42 x 50 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 42 x 50",0.5,42.0,50.0,,,stock_item
LD12005055,"V-Deck 1.20 OZ x 0.50"" x 55"" WIDE","American Nonwoven, Inc. / VFT INC.","0.50"" x 55""",0.5,55.0,,,,stock_item
LD12005060,"V-Deck 1.20 OZ x 0.50"" x 60"" WIDE","American Nonwoven, Inc. / VFT INC.","0.50"" x 60""",0.5,60.0,,,,stock_item
LD12005064-50,"V-Deck 1.20 OZ x 0.50"" x 64 x 50 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 64 x 50",0.5,64.0,50.0,,,stock_item
LD12005070-50,"V-Deck 1.20 OZ x 0.50"" x 70 x 50 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 70 x 50",0.5,70.0,50.0,,,stock_item
LD12005074,"V-Deck 1.20 OZ x 0.50"" x 74"" WIDE","American Nonwoven, Inc. / VFT INC.","0.50"" x 74""",0.5,74.0,,,,stock_item
LD12005074-50,"V-Deck 1.20 OZ x 0.50"" x 74 x 50 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 74 x 50",0.5,74.0,50.0,,,stock_item
LH07521,"LowMelt H 0.75 oz x 21.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","21.0"" x 30.0",21.0,30.0,,,,stock_item
LH07524,"LowMelt H 0.75 oz x 24.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","24.0"" x 30.0",24.0,30.0,,,,stock_item
LH07525,"LowMelt H 0.75 oz x 25.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","25.0"" x 30.0",25.0,30.0,,,,stock_item
LH07526,"LowMelt H 0.75 oz x 26.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","26.0"" x 30.0",26.0,30.0,,,,stock_item
LH07528,"LowMelt H 0.75 oz x 28.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","28.0"" x 30.0",28.0,30.0,,,,stock_item
LH07530,"LowMelt H 0.75 oz x 30.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","30.0"" x 30.0",30.0,30.0,,,,stock_item
LH07533,"LowMelt H 0.75 oz x 33.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","33.0"" x 30.0",33.0,30.0,,,,stock_item
LH07536,"LowMelt H 0.75 oz x 36.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","36.0"" x 30.0",36.0,30.0,,,,stock_item
LH07537,"LowMelt H 0.75 oz. x 37.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","37.0"" x 30.0",37.0,30.0,,,,stock_item
LH07538,"LowMelt H 0.75 oz x 38.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","38.0"" x 30.0",38.0,30.0,,,,stock_item
LH07545,"LowMelt H 0.75 oz x 45.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","45.0"" x 30.0",45.0,30.0,,,,stock_item
LH07548,"LowMelt H 0.75 OZ X 48.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.","48.000"" X 30.0",48.0,30.0,,,,stock_item
LH07556,"LowMelt H 0.75 oz x 56.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","56.0"" x 30.0",56.0,30.0,,,,stock_item
LH07560,"LowMelt H 0.75 OZ X 60.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.","60.000"" X 30.0",60.0,30.0,,,,stock_item
LH07564,"LowMelt H 0.75 OZ X 64.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.","64.000"" X 30.0",64.0,30.0,,,,stock_item
LH07572,"LowMelt H 0.75 oz x 72.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","72.0"" x 30.0",72.0,30.0,,,,stock_item
LH07574,"LowMelt H 0.75 oz x 74.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","74.0"" x 30.0",74.0,30.0,,,,stock_item
LH07590,"LowMelt H 0.75 oz x 90.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.","90.0"" x 30.0",90.0,30.0,,,,stock_item
LH07590-1288.6,LH07590  12.88 x 6 Filter Pad,"American Nonwoven, Inc. / VFT INC.",12.88 x 6,12.88,6.0,,,,air_filter
LH10056-60,"LowMelt H 1.00 oz x 0.50"" x 56.0"" x 60.0 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 56.0"" x 60.0",0.5,56.0,60.0,,,stock_item
LH10072-60,"LowMelt H 1.00 oz x 0.50"" x 72.0"" x 60.0 YARD","American Nonwoven, Inc. / VFT INC.","0.50"" x 72.0"" x 60.0",0.5,72.0,60.0,,,stock_item
LH75090-Media Cut,"24"" x 24"" x 2"" White Media 90/90","American Nonwoven, Inc. / VFT INC.","24"" x 24"" x 2""",24.0,24.0,2.0,,,air_filter
LHD07507548-30,"D Lowmelt 0.75 OZ X 0.75"" X 48.000"" X 30.0 YARD","American Nonwoven, Inc. / VFT INC.","0.75"" X 48.000"" X 30.0",0.75,48.0,30.0,,,stock_item
LM2500 Spares,,,,,,,,,stock_item
M-MVH-Gel-122412,12x24x11.5 Galv 99.999% w/Gel Seal,Mikropor America,12x24x11.5,12.0,24.0,11.5,99.999%,18.0,air_filter
M-MVH-Gel-242412,"MVH-610/610/292-5/6-13AJNG-32-NT-BIBO..HEPA Gel Seal Extractor Clips..Size 24x24x11.5, 99.99% @ 0.3 micron..Galvanized Frame, 1.0"" w.g. @ 2,400 CFM",Mikropor America,24x24x11.5,24.0,24.0,11.5,99.99%,17.0,air_filter
M11-SPECIAL,M11-SPECIAL,Glasfloss Industries,,,,,,,stock_item
M1120254,20x25x4 (MERV 11) High Capacity Pleat,,20x25x4 ,20.0,25.0,4.0,MERV 11,11.0,air_filter
M13-SPECIAL,SPECIAL MERV 13 Pleated Filter,Glasfloss Industries,,,,,MERV 13,13.0,air_filter
MAGAH2424B3H35,"24.0 x 24.0 x 12- MERV 14 MAGNA HT SERIES 500, HEADER STYLE, GASKETING AIR EXIT, FACE GUARDS AIR ENTRY AND EXIT, NOMINAL SIZE",Glasfloss Industries,24.0 x 24.0 x 12,24.0,24.0,12.0,MERV 14,14.0,air_filter
MAGGD1625A3OX,16 x 25 x 6 MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap,Glasfloss Industries,16 x 25 x 6,16.0,25.0,6.0,MERV 14,14.0,air_filter
MAGGD2025A3OX,20 x 25 x 6. MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap,Glasfloss Industries,20 x 25 x 6,20.0,25.0,6.0,MERV 14,14.0,air_filter
MAGNA HEPA,,Glasfloss Industries,,,,,,,stock_item
MAGNA242412ENH,"24x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards Non-Headered",Glasfloss Industries,24x24x12,24.0,24.0,12.0,MERV 14,14.0,air_filter
MAGNAH2412B3H,"12x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards",Glasfloss Industries,12x24x12,12.0,24.0,12.0,MERV 14,14.0,air_filter
MAGNAH2424B3H,"24x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards",Glasfloss Industries,24x24x12,24.0,24.0,12.0,MERV 14,14.0,air_filter
MBE5-40,MBE5-40; Equivalent to AVS5M40 PARKER,Fluitek Corporation. (PAID BY CC),,,,,,,stock_item
MC-292/592/130-8PKN,12x24x6 Headered Merv 14,Mikropor America,12x24x6,12.0,24.0,6.0,Merv 14,14.0,air_filter
MC-592/592/130-8PKN,24x24x6 Headered Merv 14,Mikropor America,24x24x6,24.0,24.0,6.0,Merv 14,14.0,air_filter
ME,,,,,,,,,stock_item
MEDIA,,AFC Manufacturing,,,,,,,stock_item
MF0062323,MF0062323 Element Lube oil filter ..Equivalent TE55CD1 Element Filter,Main Filter,,,,,,,air_filter
MFK-032-39,FRANKIE FILTER MFK-032-39,"Fleetlife, Inc.",,,,,,,air_filter
MG Hydro Pre 23233½,PANFIL G4 592x592 (23.3x23.3x3½),MGT Air Filters,592x592 ,592.0,592.0,,,,stock_item
MIKROPOR,,Mikropor America,,,,,,,stock_item
MINI Special,,,,,,,,,stock_item
MINI24244-EFS,MERV 11 24x24x4 Plastic Frame MINI Pleat,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 11,11.0,air_filter
MINI85H-4/04,VILEDON 20x24x4  MiniPleat 85% Header,"Freudenberg Filtration Technologies, L.P.",20x24x4 ,20.0,24.0,4.0,85%,13.0,air_filter
MINI95-2/00,VILEDON 20x20x2 MiniPleat 95%,"Freudenberg Filtration Technologies, L.P.",20x20x2,20.0,20.0,2.0,95%,16.0,air_filter
MINICP-2/44,Viledon 24x24x2 Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",24x24x2,24.0,24.0,2.0,,,air_filter
MISC,MISC,,,,,,,,stock_item
MODULE,99-0018PH-3-04-11-22..#18PH HALF SIZE PLASTIC MODULE FILLED,RSE Incorporated,,,,,,,stock_item
MRM8-1/1-PF,LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3.75 Plastic Frame Mini Pleat,MGT Air Filters,23.3 x 23.3 x 3.75,23.3,23.3,3.75,,,air_filter
MRM8-1/2-PF,LM6000 Guard Door Coalescer Prefilter G4 11.3 x 23.3 x 3½ Plastic Frame Mini Pleat,MGT Air Filters,11.3 x 23.3,11.3,23.3,,,,air_filter
MRM8-GT-LM6,LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3½ Plastic Frame Mini Pleat,MGT Air Filters,23.3 x 23.3,23.3,23.3,,,,air_filter
MV-F9-03,F9 M154V Mini Pleat,Mikropor America,,,,,,,air_filter
MV 95 MEDIA  Cut,MERV 16 MEDIA Cut to,"Freudenberg Filtration Technologies, L.P.",,,,,MERV 16,16.0,air_filter
MV75 5/6 Non Recess,Viledon 20x24x12 V-Bank Non-Recessed,"Freudenberg Filtration Technologies, L.P.",20x24x12,20.0,24.0,12.0,,,air_filter
MX120,"VILEDON MaxiPleat 24""x24""x12""","Freudenberg Filtration Technologies, L.P.","24""x24""x12""",24.0,24.0,12.0,,,air_filter
MX95 1/1- DSGP,24x24x12 High Efficiency Rigid Filter DSG Gaketing,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,,,air_filter
MX98 1/1,73076658 24x24x12 MX98 1/1,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,,,stock_item
MZE-SPECIAL,MZE-SPECIAL,M.L. Filters,,,,,,,stock_item
MZP-SPECIAL,MZP-SPECIAL,M.L. Filters,,,,,,,stock_item
N0114B26,"12.75"" x 26"" Open-Closed Cylindrical Cartridge Blended Cellulose -  MERV 11 - 224 ft2 - 1.18"" Bolt Hole","NXTNANO, LLC","12.75"" x 26""",12.75,26.0,,MERV 11,11.0,air_filter
N0121C26,"17.5"" x 26"" Open-Open Conical Cartridge Blended Cellulose -  MERV 11 - 238 ft2","NXTNANO, LLC","17.5"" x 26""",17.5,26.0,,MERV 11,11.0,air_filter
N0211F26,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket  0.5"" x 0.5"" - Blended Cellulose w/ Nano - MERV 15 - Duratek Spiderweb XP Equivilent - 222 ft2				..","NXTNANO, LLC","18.75"" x 14"" x 26""",18.75,14.0,26.0,MERV 15,15.0,air_filter
N0214B26,"12.75"" x 26"" Open-Closed Cylindrical Cartridge Blended Cellulose w/ nano -  MERV 15 - 224 ft2 - 1.18 Bolt Hole""","NXTNANO, LLC","12.75"" x 26""",12.75,26.0,,MERV 15,15.0,air_filter
N0221C26,"17.5"" x 26"" Open-Open Conical Cartridge Blended Cellulose w/nano - MERV 15 -238 ft2","NXTNANO, LLC","17.5"" x 26""",17.5,26.0,,MERV 15,15.0,air_filter
N0711F26,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket 0.5"" x 0.75"" - 100% Wet-Laid Synthetic - MERV 13 - Synthetic Spiderweb Equivilent - 222 ft2","NXTNANO, LLC","18.75"" x 14"" x 26""",18.75,14.0,26.0,MERV 13,13.0,air_filter
N0714B26,"12.75""x26"" Open-Closed Cylindrical Cartridge 100% Synthetic - MERV 13","NXTNANO, LLC","12.75""x26""",12.75,26.0,,MERV 13,13.0,air_filter
N0801A22,"12.75"" x 8.38"" x 22""  Cylindrical Cartridge - 189 ft²..P/N N0801A22 - TFP90 22""","NXTNANO, LLC","12.75"" x 8.38"" x 22""",12.75,8.38,22.0,,,air_filter
N0814B26,"12.75"" x 8.38"" x 26"" Cylindrical Cartridge - 224 ft²..P/N N0814B26 - TFP90 26""","NXTNANO, LLC","12.75"" x 8.38"" x 26""",12.75,8.38,26.0,,,air_filter
N1418D26,"N1418D26		..12.75"" OD "" x 8.38"" ID x 26.0"" L  MERV 16 synthetic Cartridge. 224 ft²	","NXTNANO, LLC",,,,,MERV 16,16.0,air_filter
N1418D39,"N1418D39		..12.75"" OD "" x 8.38"" ID x 39.0"" L, MERV 16 synthetic Cartridge 336 ft²			..","NXTNANO, LLC",,,,,MERV 16,16.0,air_filter
N934,,"NXTNANO, LLC",,,,,,,stock_item
NGGC-336 PL-01,"PECO Next Generation Gas Coalescer 4.5"" OD x 36"" L 0.3 Micron Element","Precision Filter Products, LLC",,,,,,,stock_item
Nova Pleat-Special,Nova Pleat Special,Commercial Filters Sales,,,,,,,air_filter
NXT-3100138,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket 0.5"" x 0.75"" - Blended Cellulose W/ Nano Merv 13","NXTNANO, LLC","18.75"" x 14"" x 26""",18.75,14.0,26.0,Merv 13,13.0,air_filter
NXT-GT Canister,,"NXTNANO, LLC",,,,,,,stock_item
NXT-N934,"Composite filter for LM6000L, 80/20 blend","NXTNANO, LLC",,,,,,,air_filter
NXT-VEE-SOCK 1/1,4V SOCK 24x24x12 V-Bank Filters ..for NxtNano V Cell,"NXTNANO, LLC",24x24x12,24.0,24.0,12.0,,,air_filter
P-Clips,P- Clips,,,,,,,,stock_item
P 2605-10B6,P 2605-10B6..Equivalent PT43410,Fluitek Corporation. (PAID BY CC),,,,,,,stock_item
P12108-058,"P12108-058 Mahle Duplex Pressure Filter, Aluminum Construction, NBR Seals,..63 Bar Max Operating Pressure w/ Differential Pressure indicator","Precision Filter Products, LLC",,,,,,,air_filter
P15/150S Cut Pad,Cut Piece P15/150S,AFC Manufacturing,,,,,,,stock_item
P15/150S Roll,"P15/150S Viledon Bulk Roll 78.75"" x 131'3"" x ½""","Freudenberg Filtration Technologies, L.P.","78.75"" x 131",78.75,131.0,,,,stock_item
P15/350-244196,"1200 V2-SERIE B   Drw# AQP3587IGJ01..   620x497mm (24.4""x19.6"")",AFC Manufacturing,"24.4""x19.6""",24.4,19.6,,,,stock_item
P15/350-539242-N,"1600 V2-SERIE B    Drw# AQP3607IGJ01..   1370x615mm  w/140x373mm notch..   (53.9""x24.2"" w/5½""x14.7"" notch)",AFC Manufacturing,"53.9""x24.2""",53.9,24.2,,,,stock_item
